,ut_ms,description,round_time
2675,1294904916000,MAR_PENUMBRA_END,874
2676,1294928362000,MAR_PENUMBRA_START,874
2677,1294930097000,MAR_PENUMBRA_END,874
2678,1294953552000,MAR_PENUMBRA_START,874
2679,1294955281000,MAR_PENUMBRA_END,874
2680,1294978742000,MAR_PENUMBRA_START,875
2681,1294980464000,MAR_PENUMBRA_END,875
2682,1295003927000,MAR_PENUMBRA_START,875
2683,1295005644000,MAR_PENUMBRA_END,875
2684,1295029116000,MAR_PENUMBRA_START,875
2685,1295030826000,MAR_PENUMBRA_END,875
2686,1295054299000,MAR_PENUMBRA_START,876
2687,1295056003000,MAR_PENUMBRA_END,876
2688,1295079490000,MAR_PENUMBRA_START,876
2689,1295081187000,MAR_PENUMBRA_END,876
2690,1295104676000,MAR_PENUMBRA_START,876
2691,1295106368000,MAR_PENUMBRA_END,876
2692,1295129867000,MAR_PENUMBRA_START,876
2693,1295131552000,MAR_PENUMBRA_END,876
2694,1295155055000,MAR_PENUMBRA_START,877
2695,1295156734000,MAR_PENUMBRA_END,877
2696,1295180239000,MAR_PENUMBRA_START,877
2697,1295181912000,MAR_PENUMBRA_END,877
2698,1295205427000,MAR_PENUMBRA_START,877
2699,1295207093000,MAR_PENUMBRA_END,877
2700,1295230610000,MAR_PENUMBRA_START,878
2701,1295232269000,MAR_PENUMBRA_END,878
2702,1295255800000,MAR_PENUMBRA_START,878
2703,1295257453000,MAR_PENUMBRA_END,878
2704,1295280986000,MAR_PENUMBRA_START,878
2705,1295282633000,MAR_PENUMBRA_END,878
2706,1295306177000,MAR_PENUMBRA_START,878
2707,1295307817000,MAR_PENUMBRA_END,878
2708,1295331363000,MAR_PENUMBRA_START,879
2709,1295332997000,MAR_PENUMBRA_END,879
2710,1295356547000,MAR_PENUMBRA_START,879
2711,1295358174000,MAR_PENUMBRA_END,879
2712,1295381733000,MAR_PENUMBRA_START,879
2713,1295383354000,MAR_PENUMBRA_END,879
2714,1295406915000,MAR_PENUMBRA_START,880
2715,1295408530000,MAR_PENUMBRA_END,880
2716,1295432106000,MAR_PENUMBRA_START,880
2717,1295433713000,MAR_PENUMBRA_END,880
2718,1295457292000,MAR_PENUMBRA_START,880
2719,1295458893000,MAR_PENUMBRA_END,880
2720,1295482482000,MAR_PENUMBRA_START,881
2721,1295484076000,MAR_PENUMBRA_END,881
2722,1295507667000,MAR_PENUMBRA_START,881
2723,1295509255000,MAR_PENUMBRA_END,881
2724,1295532849000,MAR_PENUMBRA_START,881
2725,1295534431000,MAR_PENUMBRA_END,881
2726,1295558035000,MAR_PENUMBRA_START,881
2727,1295559610000,MAR_PENUMBRA_END,881
2728,1295583217000,MAR_PENUMBRA_START,882
2729,1295584785000,MAR_PENUMBRA_END,882
2730,1295608408000,MAR_PENUMBRA_START,882
2731,1295609969000,MAR_PENUMBRA_END,882
2732,1295633594000,MAR_PENUMBRA_START,882
2733,1295635148000,MAR_PENUMBRA_END,882
2734,1295658784000,MAR_PENUMBRA_START,883
2735,1295660331000,MAR_PENUMBRA_END,883
2736,1295683968000,MAR_PENUMBRA_START,883
2737,1295685508000,MAR_PENUMBRA_END,883
2738,1295709150000,MAR_PENUMBRA_START,883
2739,1295710685000,MAR_PENUMBRA_END,883
2740,1295734335000,MAR_PENUMBRA_START,883
2741,1295735862000,MAR_PENUMBRA_END,883
2742,1295759517000,MAR_PENUMBRA_START,884
2743,1295761038000,MAR_PENUMBRA_END,884
2744,1295784709000,MAR_PENUMBRA_START,884
2745,1295786221000,MAR_PENUMBRA_END,884
2746,1295809894000,MAR_PENUMBRA_START,884
2747,1295811401000,MAR_PENUMBRA_END,884
2748,1295835085000,MAR_PENUMBRA_START,885
2749,1295836584000,MAR_PENUMBRA_END,885
2750,1295860268000,MAR_PENUMBRA_START,885
2751,1295861761000,MAR_PENUMBRA_END,885
2752,1295885451000,MAR_PENUMBRA_START,885
2753,1295886937000,MAR_PENUMBRA_END,885
2754,1295910636000,MAR_PENUMBRA_START,885
2755,1295912114000,MAR_PENUMBRA_END,885
2756,1295935819000,MAR_PENUMBRA_START,886
2757,1295937290000,MAR_PENUMBRA_END,886
2758,1295961011000,MAR_PENUMBRA_START,886
2759,1295962474000,MAR_PENUMBRA_END,886
2760,1295986197000,MAR_PENUMBRA_START,886
2761,1295987654000,MAR_PENUMBRA_END,886
2762,1296011388000,MAR_PENUMBRA_START,887
2763,1296012837000,MAR_PENUMBRA_END,887
2764,1296036571000,MAR_PENUMBRA_START,887
2765,1296038013000,MAR_PENUMBRA_END,887
2766,1296061755000,MAR_PENUMBRA_START,887
2767,1296063190000,MAR_PENUMBRA_END,887
2768,1296086940000,MAR_PENUMBRA_START,888
2769,1296088367000,MAR_PENUMBRA_END,888
2770,1296112124000,MAR_PENUMBRA_START,888
2771,1296113544000,MAR_PENUMBRA_END,888
2772,1296137317000,MAR_PENUMBRA_START,888
2773,1296138729000,MAR_PENUMBRA_END,888
2774,1296162504000,MAR_PENUMBRA_START,888
2775,1296163909000,MAR_PENUMBRA_END,888
2776,1296187695000,MAR_PENUMBRA_START,889
2777,1296189093000,MAR_PENUMBRA_END,889
2778,1296212879000,MAR_PENUMBRA_START,889
2779,1296214269000,MAR_PENUMBRA_END,889
2780,1296238063000,MAR_PENUMBRA_START,889
2781,1296239447000,MAR_PENUMBRA_END,889
2782,1296263249000,MAR_PENUMBRA_START,890
2783,1296264624000,MAR_PENUMBRA_END,890
2784,1296288435000,MAR_PENUMBRA_START,890
2785,1296289803000,MAR_PENUMBRA_END,890
2786,1296313629000,MAR_PENUMBRA_START,890
2787,1296314988000,MAR_PENUMBRA_END,890
2788,1296338816000,MAR_PENUMBRA_START,890
2789,1296340168000,MAR_PENUMBRA_END,890
2790,1296364008000,MAR_PENUMBRA_START,891
2791,1296365352000,MAR_PENUMBRA_END,891
2792,1296389193000,MAR_PENUMBRA_START,891
2793,1296390529000,MAR_PENUMBRA_END,891
2794,1296414378000,MAR_PENUMBRA_START,891
2795,1296415708000,MAR_PENUMBRA_END,891
2796,1296439565000,MAR_PENUMBRA_START,892
2797,1296440886000,MAR_PENUMBRA_END,892
2798,1296464753000,MAR_PENUMBRA_START,892
2799,1296466066000,MAR_PENUMBRA_END,892
2800,1296489947000,MAR_PENUMBRA_START,892
2801,1296491252000,MAR_PENUMBRA_END,892
2802,1296515135000,MAR_PENUMBRA_START,892
2803,1296516432000,MAR_PENUMBRA_END,892
2804,1296540328000,MAR_PENUMBRA_START,893
2805,1296541617000,MAR_PENUMBRA_END,893
2806,1296565513000,MAR_PENUMBRA_START,893
2807,1296566794000,MAR_PENUMBRA_END,893
2808,1296590701000,MAR_PENUMBRA_START,893
2809,1296591974000,MAR_PENUMBRA_END,893
2810,1296615889000,MAR_PENUMBRA_START,894
2811,1296617153000,MAR_PENUMBRA_END,894
2812,1296641079000,MAR_PENUMBRA_START,894
2813,1296642335000,MAR_PENUMBRA_END,894
2814,1296666274000,MAR_PENUMBRA_START,894
2815,1296667521000,MAR_PENUMBRA_END,894
2816,1296691462000,MAR_PENUMBRA_START,895
2817,1296692702000,MAR_PENUMBRA_END,895
2818,1296716656000,MAR_PENUMBRA_START,895
2819,1296717886000,MAR_PENUMBRA_END,895
2820,1296741841000,MAR_PENUMBRA_START,895
2821,1296743064000,MAR_PENUMBRA_END,895
2822,1296767031000,MAR_PENUMBRA_START,895
2823,1296768245000,MAR_PENUMBRA_END,895
2824,1296792220000,MAR_PENUMBRA_START,896
2825,1296793425000,MAR_PENUMBRA_END,896
2826,1296817411000,MAR_PENUMBRA_START,896
2827,1296818607000,MAR_PENUMBRA_END,896
2828,1296842606000,MAR_PENUMBRA_START,896
2829,1296843793000,MAR_PENUMBRA_END,896
2830,1296867794000,MAR_PENUMBRA_START,897
2831,1296868974000,MAR_PENUMBRA_END,897
2832,1296892987000,MAR_PENUMBRA_START,897
2833,1296894157000,MAR_PENUMBRA_END,897
2834,1296918173000,MAR_PENUMBRA_START,897
2835,1296919334000,MAR_PENUMBRA_END,897
2836,1296943363000,MAR_PENUMBRA_START,897
2837,1296944516000,MAR_PENUMBRA_END,897
2838,1296968553000,MAR_PENUMBRA_START,898
2839,1296969696000,MAR_PENUMBRA_END,898
2840,1296993745000,MAR_PENUMBRA_START,898
2841,1296994879000,MAR_PENUMBRA_END,898
2842,1297018939000,MAR_PENUMBRA_START,898
2843,1297020063000,MAR_PENUMBRA_END,898
2844,1297044127000,MAR_PENUMBRA_START,899
2845,1297045243000,MAR_PENUMBRA_END,899
2846,1297069320000,MAR_PENUMBRA_START,899
2847,1297070426000,MAR_PENUMBRA_END,899
2848,1297094505000,MAR_PENUMBRA_START,899
2849,1297095602000,MAR_PENUMBRA_END,899
2850,1297119696000,MAR_PENUMBRA_START,899
2851,1297120784000,MAR_PENUMBRA_END,899
2852,1297144886000,MAR_PENUMBRA_START,900
2853,1297145963000,MAR_PENUMBRA_END,900
2854,1297170078000,MAR_PENUMBRA_START,900
2855,1297171147000,MAR_PENUMBRA_END,900
2856,1297195272000,MAR_PENUMBRA_START,900
2857,1297196329000,MAR_PENUMBRA_END,900
2858,1297220459000,MAR_PENUMBRA_START,901
2859,1297221508000,MAR_PENUMBRA_END,901
2860,1297245651000,MAR_PENUMBRA_START,901
2861,1297246689000,MAR_PENUMBRA_END,901
2862,1297270835000,MAR_PENUMBRA_START,901
2863,1297271864000,MAR_PENUMBRA_END,901
2864,1297296027000,MAR_PENUMBRA_START,902
2865,1297297046000,MAR_PENUMBRA_END,902
2866,1297321216000,MAR_PENUMBRA_START,902
2867,1297322225000,MAR_PENUMBRA_END,902
2868,1297346409000,MAR_PENUMBRA_START,902
2869,1297347407000,MAR_PENUMBRA_END,902
2870,1297371601000,MAR_PENUMBRA_START,902
2871,1297372588000,MAR_PENUMBRA_END,902
2872,1297396787000,MAR_PENUMBRA_START,903
2873,1297397765000,MAR_PENUMBRA_END,903
2874,1297421978000,MAR_PENUMBRA_START,903
2875,1297422944000,MAR_PENUMBRA_END,903
2876,1297447162000,MAR_PENUMBRA_START,903
2877,1297448118000,MAR_PENUMBRA_END,903
2878,1297472354000,MAR_PENUMBRA_START,904
2879,1297473300000,MAR_PENUMBRA_END,904
2880,1297497543000,MAR_PENUMBRA_START,904
2881,1297498477000,MAR_PENUMBRA_END,904
2882,1297522736000,MAR_PENUMBRA_START,904
2883,1297523659000,MAR_PENUMBRA_END,904
2884,1297547927000,MAR_PENUMBRA_START,904
2885,1297548837000,MAR_PENUMBRA_END,904
2886,1297573112000,MAR_PENUMBRA_START,905
2887,1297574013000,MAR_PENUMBRA_END,905
2888,1297598301000,MAR_PENUMBRA_START,905
2889,1297599189000,MAR_PENUMBRA_END,905
2890,1297623485000,MAR_PENUMBRA_START,905
2891,1297624362000,MAR_PENUMBRA_END,905
2892,1297648677000,MAR_PENUMBRA_START,906
2893,1297649543000,MAR_PENUMBRA_END,906
2894,1297673866000,MAR_PENUMBRA_START,906
2895,1297674719000,MAR_PENUMBRA_END,906
2896,1297699059000,MAR_PENUMBRA_START,906
2897,1297699900000,MAR_PENUMBRA_END,906
2898,1297724248000,MAR_PENUMBRA_START,906
2899,1297725076000,MAR_PENUMBRA_END,906
2900,1297749432000,MAR_PENUMBRA_START,907
2901,1297750249000,MAR_PENUMBRA_END,907
2902,1297774621000,MAR_PENUMBRA_START,907
2903,1297775423000,MAR_PENUMBRA_END,907
2904,1297799804000,MAR_PENUMBRA_START,907
2905,1297800595000,MAR_PENUMBRA_END,907
2906,1297824997000,MAR_PENUMBRA_START,908
2907,1297825775000,MAR_PENUMBRA_END,908
2908,1297850187000,MAR_PENUMBRA_START,908
2909,1297850950000,MAR_PENUMBRA_END,908
2910,1297875380000,MAR_PENUMBRA_START,908
2911,1297876130000,MAR_PENUMBRA_END,908
2912,1297900568000,MAR_PENUMBRA_START,908
2913,1297901303000,MAR_PENUMBRA_END,909
2914,1297925752000,MAR_PENUMBRA_START,909
2915,1297926476000,MAR_PENUMBRA_END,909
2916,1297950941000,MAR_PENUMBRA_START,909
2917,1297951648000,MAR_PENUMBRA_END,909
2918,1297976125000,MAR_PENUMBRA_START,909
2919,1297976819000,MAR_PENUMBRA_END,909
2920,1298001320000,MAR_PENUMBRA_START,910
2921,1298001998000,MAR_PENUMBRA_END,910
2922,1298026510000,MAR_PENUMBRA_START,910
2923,1298027172000,MAR_PENUMBRA_END,910
2924,1298051704000,MAR_PENUMBRA_START,910
2925,1298052351000,MAR_PENUMBRA_END,910
2926,1298076893000,MAR_PENUMBRA_START,911
2927,1298077522000,MAR_PENUMBRA_END,911
2928,1298102078000,MAR_PENUMBRA_START,911
2929,1298102694000,MAR_PENUMBRA_END,911
2930,1298127267000,MAR_PENUMBRA_START,911
2931,1298127864000,MAR_PENUMBRA_END,911
2932,1298152453000,MAR_PENUMBRA_START,911
2933,1298153034000,MAR_PENUMBRA_END,911
2934,1298177651000,MAR_PENUMBRA_START,912
2935,1298178212000,MAR_PENUMBRA_END,912
2936,1298202842000,MAR_PENUMBRA_START,912
2937,1298203385000,MAR_PENUMBRA_END,912
2938,1298228039000,MAR_PENUMBRA_START,912
2939,1298228563000,MAR_PENUMBRA_END,912
2940,1298253230000,MAR_PENUMBRA_START,913
2941,1298253731000,MAR_PENUMBRA_END,913
2942,1298278417000,MAR_PENUMBRA_START,913
2943,1298278902000,MAR_PENUMBRA_END,913
2944,1298303609000,MAR_PENUMBRA_START,913
2945,1298304069000,MAR_PENUMBRA_END,913
2946,1298328799000,MAR_PENUMBRA_START,913
2947,1298329238000,MAR_PENUMBRA_END,913
2948,1298354000000,MAR_PENUMBRA_START,914
2949,1298354413000,MAR_PENUMBRA_END,914
2950,1298379196000,MAR_PENUMBRA_START,914
2951,1298379584000,MAR_PENUMBRA_END,914
2952,1298404397000,MAR_PENUMBRA_START,914
2953,1298404757000,MAR_PENUMBRA_END,914
2954,1298429592000,MAR_PENUMBRA_START,915
2955,1298429921000,MAR_PENUMBRA_END,915
2956,1298454785000,MAR_PENUMBRA_START,915
2957,1298455087000,MAR_PENUMBRA_END,915
2958,1298479987000,MAR_PENUMBRA_START,915
2959,1298480246000,MAR_PENUMBRA_END,915
2960,1298505186000,MAR_PENUMBRA_START,915
2961,1298505407000,MAR_PENUMBRA_END,915
2962,1298530406000,MAR_PENUMBRA_START,916
2963,1298530566000,MAR_PENUMBRA_END,916
2964,1298555629000,MAR_PENUMBRA_START,916
2965,1298555709000,MAR_PENUMBRA_END,916
2966,1309279895000,MAR_PENUMBRA_START,1040
2967,1309280129000,MAR_PENUMBRA_END,1040
2968,1309304971000,MAR_PENUMBRA_START,1040
2969,1309305412000,MAR_PENUMBRA_END,1040
2970,1309330077000,MAR_PENUMBRA_START,1041
2971,1309330650000,MAR_PENUMBRA_END,1041
2972,1309355187000,MAR_PENUMBRA_START,1041
2973,1309355887000,MAR_PENUMBRA_END,1041
2974,1309380316000,MAR_PENUMBRA_START,1041
2975,1309381102000,MAR_PENUMBRA_END,1041
2976,1309405444000,MAR_PENUMBRA_START,1042
2977,1309406318000,MAR_PENUMBRA_END,1042
2978,1309430589000,MAR_PENUMBRA_START,1042
2979,1309431530000,MAR_PENUMBRA_END,1042
2980,1309455727000,MAR_PENUMBRA_START,1042
2981,1309456738000,MAR_PENUMBRA_END,1042
2982,1309480877000,MAR_PENUMBRA_START,1043
2983,1309481950000,MAR_PENUMBRA_END,1043
2984,1309506020000,MAR_PENUMBRA_START,1043
2985,1309507152000,MAR_PENUMBRA_END,1043
2986,1309531163000,MAR_PENUMBRA_START,1043
2987,1309532359000,MAR_PENUMBRA_END,1043
2988,1309556310000,MAR_PENUMBRA_START,1043
2989,1309557556000,MAR_PENUMBRA_END,1043
2990,1309581457000,MAR_PENUMBRA_START,1044
2991,1309582756000,MAR_PENUMBRA_END,1044
2992,1309606615000,MAR_PENUMBRA_START,1044
2993,1309607956000,MAR_PENUMBRA_END,1044
2994,1309631765000,MAR_PENUMBRA_START,1044
2995,1309633153000,MAR_PENUMBRA_END,1044
2996,1309656925000,MAR_PENUMBRA_START,1045
2997,1309658356000,MAR_PENUMBRA_END,1045
2998,1309682077000,MAR_PENUMBRA_START,1045
2999,1309683551000,MAR_PENUMBRA_END,1045
3000,1309707231000,MAR_PENUMBRA_START,1045
3001,1309708750000,MAR_PENUMBRA_END,1045
3002,1309732385000,MAR_PENUMBRA_START,1045
3003,1309733942000,MAR_PENUMBRA_END,1045
3004,1309757540000,MAR_PENUMBRA_START,1046
3005,1309759136000,MAR_PENUMBRA_END,1046
3006,1309782703000,MAR_PENUMBRA_START,1046
3007,1309784331000,MAR_PENUMBRA_END,1046
3008,1309807859000,MAR_PENUMBRA_START,1046
3009,1309809524000,MAR_PENUMBRA_END,1046
3010,1309833024000,MAR_PENUMBRA_START,1047
3011,1309834722000,MAR_PENUMBRA_END,1047
3012,1309858181000,MAR_PENUMBRA_START,1047
3013,1309859913000,MAR_PENUMBRA_END,1047
3014,1309883340000,MAR_PENUMBRA_START,1047
3015,1309885108000,MAR_PENUMBRA_END,1047
3016,1309908498000,MAR_PENUMBRA_START,1047
3017,1309910296000,MAR_PENUMBRA_END,1047
3018,1309933659000,MAR_PENUMBRA_START,1048
3019,1309935487000,MAR_PENUMBRA_END,1048
3020,1309958824000,MAR_PENUMBRA_START,1048
3021,1309960679000,MAR_PENUMBRA_END,1048
3022,1309983984000,MAR_PENUMBRA_START,1048
3023,1309985869000,MAR_PENUMBRA_END,1048
3024,1310009152000,MAR_PENUMBRA_START,1049
3025,1310011064000,MAR_PENUMBRA_END,1049
3026,1310034312000,MAR_PENUMBRA_START,1049
3027,1310036252000,MAR_PENUMBRA_END,1049
3028,1310059476000,MAR_PENUMBRA_START,1049
3029,1310061445000,MAR_PENUMBRA_END,1049
3030,1310084637000,MAR_PENUMBRA_START,1050
3031,1310086631000,MAR_PENUMBRA_END,1050
3032,1310109801000,MAR_PENUMBRA_START,1050
3033,1310111820000,MAR_PENUMBRA_END,1050
3034,1310134969000,MAR_PENUMBRA_START,1050
3035,1310137009000,MAR_PENUMBRA_END,1050
3036,1310160132000,MAR_PENUMBRA_START,1050
3037,1310162198000,MAR_PENUMBRA_END,1050
3038,1310185302000,MAR_PENUMBRA_START,1051
3039,1310187391000,MAR_PENUMBRA_END,1051
3040,1310210465000,MAR_PENUMBRA_START,1051
3041,1310212577000,MAR_PENUMBRA_END,1051
3042,1310235632000,MAR_PENUMBRA_START,1051
3043,1310237768000,MAR_PENUMBRA_END,1051
3044,1310260796000,MAR_PENUMBRA_START,1052
3045,1310262953000,MAR_PENUMBRA_END,1052
3046,1310285963000,MAR_PENUMBRA_START,1052
3047,1310288141000,MAR_PENUMBRA_END,1052
3048,1310311133000,MAR_PENUMBRA_START,1052
3049,1310313329000,MAR_PENUMBRA_END,1052
3050,1310336299000,MAR_PENUMBRA_START,1052
3051,1310338517000,MAR_PENUMBRA_END,1052
3052,1310361471000,MAR_PENUMBRA_START,1053
3053,1310363708000,MAR_PENUMBRA_END,1053
3054,1310386636000,MAR_PENUMBRA_START,1053
3055,1310388893000,MAR_PENUMBRA_END,1053
3056,1310411807000,MAR_PENUMBRA_START,1053
3057,1310414084000,MAR_PENUMBRA_END,1053
3058,1310436973000,MAR_PENUMBRA_START,1054
3059,1310439267000,MAR_PENUMBRA_END,1054
3060,1310462143000,MAR_PENUMBRA_START,1054
3061,1310464455000,MAR_PENUMBRA_END,1054
3062,1310487314000,MAR_PENUMBRA_START,1054
3063,1310489642000,MAR_PENUMBRA_END,1054
3064,1310512482000,MAR_PENUMBRA_START,1054
3065,1310514829000,MAR_PENUMBRA_END,1054
3066,1310537656000,MAR_PENUMBRA_START,1055
3067,1310540019000,MAR_PENUMBRA_END,1055
3068,1310562824000,MAR_PENUMBRA_START,1055
3069,1310565204000,MAR_PENUMBRA_END,1055
3070,1310587997000,MAR_PENUMBRA_START,1055
3071,1310590394000,MAR_PENUMBRA_END,1055
3072,1310613165000,MAR_PENUMBRA_START,1056
3073,1310615577000,MAR_PENUMBRA_END,1056
3074,1310638339000,MAR_PENUMBRA_START,1056
3075,1310640765000,MAR_PENUMBRA_END,1056
3076,1310663510000,MAR_PENUMBRA_START,1056
3077,1310665951000,MAR_PENUMBRA_END,1056
3078,1310688681000,MAR_PENUMBRA_START,1057
3079,1310691137000,MAR_PENUMBRA_END,1057
3080,1310713855000,MAR_PENUMBRA_START,1057
3081,1310716326000,MAR_PENUMBRA_END,1057
3082,1310739025000,MAR_PENUMBRA_START,1057
3083,1310741509000,MAR_PENUMBRA_END,1057
3084,1310764201000,MAR_PENUMBRA_START,1057
3085,1310766699000,MAR_PENUMBRA_END,1057
3086,1310789370000,MAR_PENUMBRA_START,1058
3087,1310791882000,MAR_PENUMBRA_END,1058
3088,1310814547000,MAR_PENUMBRA_START,1058
3089,1310817070000,MAR_PENUMBRA_END,1058
3090,1310839719000,MAR_PENUMBRA_START,1058
3091,1310842256000,MAR_PENUMBRA_END,1058
3092,1310864891000,MAR_PENUMBRA_START,1059
3093,1310867441000,MAR_PENUMBRA_END,1059
3094,1310890066000,MAR_PENUMBRA_START,1059
3095,1310892628000,MAR_PENUMBRA_END,1059
3096,1310915238000,MAR_PENUMBRA_START,1059
3097,1310917811000,MAR_PENUMBRA_END,1059
3098,1310940415000,MAR_PENUMBRA_START,1059
3099,1310943000000,MAR_PENUMBRA_END,1059
3100,1310965587000,MAR_PENUMBRA_START,1060
3101,1310968183000,MAR_PENUMBRA_END,1060
3102,1310990765000,MAR_PENUMBRA_START,1060
3103,1310993372000,MAR_PENUMBRA_END,1060
3104,1311015939000,MAR_PENUMBRA_START,1060
3105,1311018556000,MAR_PENUMBRA_END,1060
3106,1311041113000,MAR_PENUMBRA_START,1061
3107,1311043742000,MAR_PENUMBRA_END,1061
3108,1311066288000,MAR_PENUMBRA_START,1061
3109,1311068928000,MAR_PENUMBRA_END,1061
3110,1311091461000,MAR_PENUMBRA_START,1061
3111,1311094110000,MAR_PENUMBRA_END,1061
3112,1311116641000,MAR_PENUMBRA_START,1061
3113,1311119299000,MAR_PENUMBRA_END,1061
3114,1311141814000,MAR_PENUMBRA_START,1062
3115,1311144482000,MAR_PENUMBRA_END,1062
3116,1311166994000,MAR_PENUMBRA_START,1062
3117,1311169670000,MAR_PENUMBRA_END,1062
3118,1311192169000,MAR_PENUMBRA_START,1062
3119,1311194855000,MAR_PENUMBRA_END,1062
3120,1311217345000,MAR_PENUMBRA_START,1063
3121,1311220040000,MAR_PENUMBRA_END,1063
3122,1311242521000,MAR_PENUMBRA_START,1063
3123,1311245225000,MAR_PENUMBRA_END,1063
3124,1311267695000,MAR_PENUMBRA_START,1063
3125,1311270407000,MAR_PENUMBRA_END,1063
3126,1311292876000,MAR_PENUMBRA_START,1064
3127,1311295596000,MAR_PENUMBRA_END,1064
3128,1311318050000,MAR_PENUMBRA_START,1064
3129,1311320778000,MAR_PENUMBRA_END,1064
3130,1311343232000,MAR_PENUMBRA_START,1064
3131,1311345968000,MAR_PENUMBRA_END,1064
3132,1311368408000,MAR_PENUMBRA_START,1064
3133,1311371151000,MAR_PENUMBRA_END,1064
3134,1311393586000,MAR_PENUMBRA_START,1065
3135,1311396337000,MAR_PENUMBRA_END,1065
3136,1311418762000,MAR_PENUMBRA_START,1065
3137,1311421521000,MAR_PENUMBRA_END,1065
3138,1311443939000,MAR_PENUMBRA_START,1065
3139,1311446703000,MAR_PENUMBRA_END,1065
3140,1311469120000,MAR_PENUMBRA_START,1066
3141,1311471892000,MAR_PENUMBRA_END,1066
3142,1311494296000,MAR_PENUMBRA_START,1066
3143,1311497074000,MAR_PENUMBRA_END,1066
3144,1311519480000,MAR_PENUMBRA_START,1066
3145,1311522264000,MAR_PENUMBRA_END,1066
3146,1311544657000,MAR_PENUMBRA_START,1066
3147,1311547448000,MAR_PENUMBRA_END,1066
3148,1311569836000,MAR_PENUMBRA_START,1067
3149,1311572633000,MAR_PENUMBRA_END,1067
3150,1311595014000,MAR_PENUMBRA_START,1067
3151,1311597817000,MAR_PENUMBRA_END,1067
3152,1311620192000,MAR_PENUMBRA_START,1067
3153,1311623000000,MAR_PENUMBRA_END,1067
3154,1311645374000,MAR_PENUMBRA_START,1068
3155,1311648188000,MAR_PENUMBRA_END,1068
3156,1311670552000,MAR_PENUMBRA_START,1068
3157,1311673371000,MAR_PENUMBRA_END,1068
3158,1311695738000,MAR_PENUMBRA_START,1068
3159,1311698562000,MAR_PENUMBRA_END,1068
3160,1311720916000,MAR_PENUMBRA_START,1068
3161,1311723745000,MAR_PENUMBRA_END,1068
3162,1311746097000,MAR_PENUMBRA_START,1069
3163,1311748931000,MAR_PENUMBRA_END,1069
3164,1311771275000,MAR_PENUMBRA_START,1069
3165,1311774114000,MAR_PENUMBRA_END,1069
3166,1311796454000,MAR_PENUMBRA_START,1069
3167,1311799297000,MAR_PENUMBRA_END,1069
3168,1311821637000,MAR_PENUMBRA_START,1070
3169,1311824485000,MAR_PENUMBRA_END,1070
3170,1311846816000,MAR_PENUMBRA_START,1070
3171,1311849668000,MAR_PENUMBRA_END,1070
3172,1311872003000,MAR_PENUMBRA_START,1070
3173,1311874858000,MAR_PENUMBRA_END,1070
3174,1311897182000,MAR_PENUMBRA_START,1070
3175,1311900041000,MAR_PENUMBRA_END,1071
3176,1311922364000,MAR_PENUMBRA_START,1071
3177,1311925228000,MAR_PENUMBRA_END,1071
3178,1311947543000,MAR_PENUMBRA_START,1071
3179,1311950410000,MAR_PENUMBRA_END,1071
3180,1311972723000,MAR_PENUMBRA_START,1071
3181,1311975593000,MAR_PENUMBRA_END,1071
3182,1311997907000,MAR_PENUMBRA_START,1072
3183,1312000780000,MAR_PENUMBRA_END,1072
3184,1312023086000,MAR_PENUMBRA_START,1072
3185,1312025963000,MAR_PENUMBRA_END,1072
3186,1312048274000,MAR_PENUMBRA_START,1072
3187,1312051153000,MAR_PENUMBRA_END,1072
3188,1312073453000,MAR_PENUMBRA_START,1073
3189,1312076336000,MAR_PENUMBRA_END,1073
3190,1312098637000,MAR_PENUMBRA_START,1073
3191,1312101522000,MAR_PENUMBRA_END,1073
3192,1312123816000,MAR_PENUMBRA_START,1073
3193,1312126704000,MAR_PENUMBRA_END,1073
3194,1312148998000,MAR_PENUMBRA_START,1073
3195,1312151887000,MAR_PENUMBRA_END,1073
3196,1312174181000,MAR_PENUMBRA_START,1074
3197,1312177074000,MAR_PENUMBRA_END,1074
3198,1312199362000,MAR_PENUMBRA_START,1074
3199,1312202256000,MAR_PENUMBRA_END,1074
3200,1312224549000,MAR_PENUMBRA_START,1074
3201,1312227446000,MAR_PENUMBRA_END,1074
3202,1312249729000,MAR_PENUMBRA_START,1075
3203,1312252628000,MAR_PENUMBRA_END,1075
3204,1312274915000,MAR_PENUMBRA_START,1075
3205,1312277815000,MAR_PENUMBRA_END,1075
3206,1312300094000,MAR_PENUMBRA_START,1075
3207,1312302996000,MAR_PENUMBRA_END,1075
3208,1312325276000,MAR_PENUMBRA_START,1075
3209,1312328179000,MAR_PENUMBRA_END,1075
3210,1312350460000,MAR_PENUMBRA_START,1076
3211,1312353365000,MAR_PENUMBRA_END,1076
3212,1312375641000,MAR_PENUMBRA_START,1076
3213,1312378548000,MAR_PENUMBRA_END,1076
3214,1312400829000,MAR_PENUMBRA_START,1076
3215,1312403737000,MAR_PENUMBRA_END,1076
3216,1312426010000,MAR_PENUMBRA_START,1077
3217,1312428919000,MAR_PENUMBRA_END,1077
3218,1312451196000,MAR_PENUMBRA_START,1077
3219,1312454106000,MAR_PENUMBRA_END,1077
3220,1312476376000,MAR_PENUMBRA_START,1077
3221,1312479287000,MAR_PENUMBRA_END,1077
3222,1312501559000,MAR_PENUMBRA_START,1077
3223,1312504470000,MAR_PENUMBRA_END,1078
