,ut_ms,sunmars_km,earthmars_km,sunmarsearthangle_deg,solarconstantmars,eclipseduration_min,occultationduration_min,round_time,season,group
527,1264896000000,246668875.07430497,99503387.18206859,2.8819335259933196,502.42682293216797,40.8833333333333,39.9833333333333,528,2,Distance_shift-2
528,1264982400000,246753561.368015,99628446.9071649,3.27007026881257,502.082014420656,40.4166666666667,39.966666666666704,529,2,Distance_shift-2
529,1265068800000,246836876.788048,99787162.3684793,3.80500058789393,501.743133822418,40.05,39.933333333333294,530,2,Distance_shift-2
530,1265155200000,246918817.248321,99979461.63073829,4.43194418287337,501.410180327341,39.6,39.8833333333333,531,2,Distance_shift-2
531,1265241600000,246999378.739532,100205244.32957901,5.115028070733549,501.08315307312995,39.2333333333333,39.85,532,2,Distance_shift-2
532,1265328000000,247078557.32889503,100464375.442138,5.83227285355556,500.76205114891195,38.783333333333296,39.7666666666667,533,2,Distance_shift-2
533,1265414400000,247156349.159864,100756680.622002,6.5701268749580395,500.446873598778,38.4166666666667,39.716666666666704,534,2,Distance_shift-2
534,1265500800000,247232750.45187002,101081943.550751,7.31993708327505,500.137619425243,37.95,39.6333333333333,535,2,Distance_shift-2
535,1265587200000,247307757.500053,101439905.063394,8.07592788503632,499.834287592642,37.6,39.566666666666706,536,2,Distance_shift-2
536,1265673600000,247381366.675003,101830263.528375,8.834065402057801,499.536877030442,37.1333333333333,39.45,537,2,Distance_shift-2
537,1265760000000,247453574.422494,102252675.981345,9.59140926570496,499.24538663650003,36.783333333333296,39.3666666666667,538,2,Distance_shift-2
538,1265846400000,247524377.263237,102706759.656782,10.3457324056496,498.959815280228,36.3,39.25,539,2,Distance_shift-2
539,1265932800000,247593771.792618,103192093.721851,11.095291175885501,498.68016180570703,35.9833333333333,39.1666666666667,540,2,Distance_shift-2
540,1266019200000,247661754.680452,103708221.14360699,11.838682192706498,498.406425034712,35.6166666666667,39.05,541,2,Distance_shift-2
541,1266105600000,247728322.67073998,104254650.699705,12.5747506688291,498.138603769677,35.1666666666667,38.933333333333294,542,2,Distance_shift-2
542,1266192000000,247793472.58142203,104830859.175491,13.302530190801198,497.876696796583,34.8,38.7666666666667,543,2,Distance_shift-2
543,1266278400000,247857201.304143,105436293.785031,14.0212021793347,497.62070288777494,34.35,38.6333333333333,544,2,Distance_shift-2
544,1266364800000,247919505.804019,106070374.824651,14.730067939123302,497.3706208047099,34.0,38.5,545,2,Distance_shift-2
545,1266451200000,247980383.119406,106732498.534239,15.428528914289801,497.12644930063,33.55,38.35,546,2,Distance_shift-2
546,1266537600000,248039830.361677,107422040.12444599,16.1160723893647,496.888187123172,33.2,38.2333333333333,547,2,Distance_shift-2
547,1266624000000,248097844.71500298,108138356.94304499,16.7922608753466,496.655833016898,32.75,38.0833333333333,548,2,Distance_shift-2
548,1266710400000,248154423.43613598,108880791.80725999,17.4567240427895,496.429385725758,32.4,37.966666666666704,549,2,Distance_shift-2
549,1266796800000,248209563.854202,109648676.613374,18.109152441613602,496.20884399549004,31.9333333333333,37.783333333333296,550,2,Distance_shift-2
550,1266883200000,248263263.370494,110441336.424674,18.749292452488998,495.994206575941,31.5833333333333,37.6666666666667,551,2,Distance_shift-2
551,1266969600000,248315519.458273,111258094.28253798,19.3769419907469,495.785472223322,31.1333333333333,37.5,552,2,Distance_shift-2
552,1267056000000,248366329.66257203,112098276.901091,19.9919464727253,495.582639702405,30.783333333333303,37.3833333333333,553,2,Distance_shift-2
553,1267142400000,248415691.600009,112961221.101171,20.5941945247578,495.38570778863294,30.3333333333333,37.2,554,2,Distance_shift-2
554,1267228800000,248463602.95859703,113846280.29130901,21.1836129791828,495.194675270186,30.0,37.0833333333333,555,2,Distance_shift-2
555,1267315200000,248510061.497571,114752829.69261101,21.7601609810123,495.009540949962,29.65,36.95,556,2,Distance_shift-2
556,1267401600000,248555065.04720697,115680268.76589599,22.323823535647996,494.83030364750704,29.2,36.8,557,2,Distance_shift-2
557,1267488000000,248598611.508656,116628019.869221,22.8746053448867,494.656962200876,28.8666666666667,36.6666666666667,558,2,Distance_shift-2
558,1267574400000,248640698.85377598,117595523.482075,23.412525937490802,494.489515468433,28.4166666666667,36.4833333333333,559,2,Distance_shift-2
559,1267660800000,248681325.12497002,118582231.62321699,23.9376167157227,494.327962330589,28.0833333333333,36.3833333333333,560,2,Distance_shift-2
560,1267747200000,248720488.43502998,119587601.51661699,24.449919846059604,494.172301691486,27.6166666666667,36.2,561,2,Distance_shift-2
561,1267833600000,248758186.96698397,120611090.97543201,24.9494883772058,494.02253248061896,27.3,36.0833333333333,562,2,Distance_shift-2
562,1267920000000,248794418.97394198,121652155.954128,25.436386831797105,493.87865365440905,26.85,35.9166666666667,563,2,Distance_shift-2
563,1268006400000,248829182.778952,122710249.918296,25.9106917115391,493.740664197716,26.516666666666698,35.8,564,2,Distance_shift-2
564,1268092800000,248862476.77485,123784824.35381101,26.3724916511021,493.608563125311,26.1666666666667,35.65,565,2,Distance_shift-2
565,1268179200000,248894299.42412,124875329.77560501,26.821887189085498,493.48234948329497,25.716666666666697,35.5,566,2,Distance_shift-2
566,1268265600000,248924649.25874904,125981216.79398501,27.258990248242196,493.362022350477,25.3666666666667,35.3833333333333,567,2,Distance_shift-2
567,1268352000000,248953524.88008398,127101937.00741999,27.683923455120603,493.24758083971494,24.9333333333333,35.2333333333333,568,2,Distance_shift-2
568,1268438400000,248980924.95869,128236943.655894,28.0968194190014,493.13902409921303,24.5666666666667,35.1,569,2,Distance_shift-2
569,1268524800000,249006848.23420298,129385692.079832,28.4978200589314,493.03635131378405,24.15,34.9333333333333,570,2,Distance_shift-2
570,1268611200000,249031293.51518703,130547640.09469399,28.887076030180303,492.939561706088,23.766666666666698,34.8333333333333,571,2,Distance_shift-2
571,1268697600000,249054259.678985,131722248.41833799,29.2647462644692,492.848654537825,23.3333333333333,34.65,572,2,Distance_shift-2
572,1268784000000,249075745.671575,132908981.282009,29.6309976064731,492.763629110906,22.966666666666697,34.55,573,2,Distance_shift-2
573,1268870400000,249095750.507415,134107307.32205701,29.9860045069561,492.684484768581,22.6333333333333,34.383333333333304,574,2,Distance_shift-2
574,1268956800000,249114273.26930296,135316700.80030102,30.329948724172503,492.611220896519,22.15,34.2833333333333,575,2,Distance_shift-2
575,1269043200000,249131313.108237,136536643.154742,30.6630189900072,492.543836923841,21.8166666666667,34.1666666666667,576,2,Distance_shift-2
576,1269129600000,249146869.24327597,137766624.858477,30.985410610308598,492.482332324066,21.3333333333333,34.0166666666667,577,2,Distance_shift-2
577,1269216000000,249160940.96143198,139006147.572279,31.2973249796038,492.426706615977,20.983333333333302,33.9,578,2,Distance_shift-2
578,1269302400000,249173527.617571,140254726.605827,31.5989689872512,492.376959364355,20.466666666666697,33.7333333333333,579,2,Distance_shift-2
579,1269388800000,249184628.63434702,141511893.720782,31.890554268219,492.333090180569,20.15,33.616666666666696,580,2,Distance_shift-2
580,1269475200000,249194243.50217202,142777200.265,32.1722962115088,492.295098722989,19.6166666666667,33.4666666666667,581,2,Distance_shift-2
581,1269561600000,249202371.779227,144050220.470491,32.4444126046755,492.262984697204,19.283333333333303,33.366666666666696,582,2,Distance_shift-2
582,1269648000000,249209013.09152,145330554.467732,32.7071218042845,492.236747856019,18.9166666666667,33.2333333333333,583,2,Distance_shift-2
583,1269734400000,249214167.132983,146617830.252254,32.9606404241336,492.216387999251,18.4166666666667,33.1,584,2,Distance_shift-2
584,1269820800000,249217833.665612,147911703.69766498,33.205180734954,492.20190497333704,18.033333333333303,32.9666666666667,585,2,Distance_shift-2
585,1269907200000,249220012.519641,149211855.988528,33.4409481979624,492.19329867077903,17.516666666666698,32.8333333333333,586,2,Distance_shift-2
586,1269993600000,249220703.593725,150517988.594674,33.668139660270704,492.190569029487,17.1166666666667,32.7166666666667,587,2,Distance_shift-2
587,1270080000000,249219906.85513398,151829816.796975,33.8869426023204,492.193716032089,16.6166666666667,32.5666666666667,588,1,Distance_shift-3
588,1270166400000,249217622.33992404,153147063.264312,34.0975354865854,492.202739705242,16.1833333333333,32.45,589,1,Distance_shift-3
589,1270252800000,249213850.153094,154469452.976773,34.3000889098703,492.21764011902496,15.766666666666698,32.35,590,1,Distance_shift-3
590,1270339200000,249208590.46869904,155796710.091515,34.4947670974142,492.238417386426,15.216666666666699,32.2,591,1,Distance_shift-3
591,1270425600000,249201843.52992597,157128556.622325,34.681729331417195,492.265071662932,14.783333333333301,32.1,592,1,Distance_shift-3
592,1270512000000,249193609.649142,158464712.383204,34.8611310803928,492.297603146253,14.216666666666699,31.9333333333333,593,1,Distance_shift-3
593,1270598400000,249183889.207897,159804895.570076,35.033124769885305,492.33601207612503,13.766666666666698,31.8333333333333,594,1,Distance_shift-3
594,1270684800000,249172682.65690497,161148823.48729098,35.197860247806204,492.38029873418,13.15,31.6833333333333,595,1,Distance_shift-3
595,1270771200000,249159990.516017,162496213.119801,35.3554850453717,492.43046344384595,12.683333333333302,31.5833333333333,596,1,Distance_shift-3
596,1270857600000,249145813.374173,163846781.425372,35.5061445394585,492.48650657024905,12.183333333333302,31.466666666666697,597,1,Distance_shift-3
597,1270944000000,249130151.889359,165200245.350942,35.6499821061948,492.548428520081,11.5,31.3166666666667,598,1,Distance_shift-3
598,1271030400000,249113006.788572,166556321.669292,35.787139331457,492.616229741406,11.0,31.2,599,1,Distance_shift-3
599,1271116800000,249094378.867788,167914726.796685,35.917756316064896,492.689910723405,10.2333333333333,31.05,600,1,Distance_shift-3
600,1271203200000,249074268.99194503,169275176.79083502,36.0419720823535,492.769471996029,9.65,30.95,601,1,Distance_shift-3
601,1271289600000,249052678.09494102,170637387.733735,36.159925055561,492.854914129564,8.78333333333333,30.8,602,1,Distance_shift-3
602,1271376000000,249029607.17964703,172001076.665039,36.2717535625729,492.946237734097,8.15,30.6833333333333,603,1,Distance_shift-3
603,1271462400000,249005057.317929,173365963.147208,36.377596269822,493.043443458902,7.43333333333333,30.516666666666698,604,1,Distance_shift-3
604,1271548800000,248979029.650688,174731771.43078402,36.477592479069706,493.14653199172204,6.3,30.4,605,1,Distance_shift-3
605,1271635200000,248951525.38791698,176098233.080876,36.571882216175794,493.25550405797003,5.35,30.3,606,1,Distance_shift-3
606,1271721600000,248922545.80875498,177465089.858394,36.660606076635794,493.37036041984703,3.7,30.1333333333333,607,1,Distance_shift-3
607,1271808000000,248892092.261573,178832096.632904,36.7439048194719,493.491101875374,1.5666666666666698,30.016666666666698,608,1,Distance_shift-3
608,1271894400000,248860166.16405097,180199024.115708,36.8219187172576,493.61772925735,0.0,29.8666666666667,609,1,Distance_shift-3
609,1271980800000,248826769.003273,181565661.198622,36.8947866747415,493.75024343223504,0.0,29.75,610,1,Distance_shift-3
610,1272067200000,248791902.33583197,182931816.63493,36.9626451349687,493.888645298963,0.0,29.6,611,1,Distance_shift-3
611,1272153600000,248755567.787939,184297319.72051102,37.0256268190809,494.032935787675,0.0,29.483333333333302,612,1,Distance_shift-3
612,1272240000000,248717767.055542,185662019.60237,37.0838594039592,494.18311585839206,0.0,29.3666666666667,613,1,Distance_shift-3
613,1272326400000,248678501.90444702,187025782.96416,37.137464314926795,494.33918649962305,0.0,29.2,614,1,Distance_shift-3
614,1272412800000,248637774.17045,188388490.164543,37.1865558549432,494.50114872690597,0.0,29.0833333333333,615,1,Distance_shift-3
615,1272499200000,248595585.759475,189750030.345702,37.231240858808796,494.669003581273,0.0,28.9166666666667,616,1,Distance_shift-3
616,1272585600000,248551938.647717,191110296.368207,37.2716189402687,494.842752127669,0.0,28.8,617,1,Distance_shift-3
617,1272672000000,248506834.881785,192469180.461306,37.3077832405328,495.02239545329,0.0,28.6333333333333,618,1,Distance_shift-3
618,1272758400000,248460276.578862,193826571.180324,37.339821467648,495.207934665866,0.0,28.5,619,1,Distance_shift-3
619,1272844800000,248412265.92686,195182351.808341,37.367816988184096,495.399370891883,0.0,28.3833333333333,620,1,Distance_shift-3
620,1272931200000,248362805.184582,196536399.953463,37.391849788010894,495.59670527472804,0.0,28.216666666666697,621,1,Distance_shift-3
621,1273017600000,248311896.68189502,197888587.902196,37.4119972110157,495.799938972789,0.0,28.1,622,1,Distance_shift-3
622,1273104000000,248259542.819902,199238783.285713,37.4283344680876,496.00907315747,0.0,27.9166666666667,623,1,Distance_shift-3
623,1273190400000,248205746.07111603,200586849.720116,37.440934962019895,496.22410901115603,0.0,27.783333333333303,624,1,Distance_shift-3
624,1273276800000,248150508.97965097,201932647.217304,37.4498704975503,496.44504772510805,0.0,27.6,625,1,Distance_shift-3
625,1273363200000,248093834.161402,203276032.288202,37.4552114495505,496.671890497292,0.0,27.483333333333302,626,1,Distance_shift-3
626,1273449600000,248035724.30424398,204616857.765778,37.457026955697295,496.904638530139,0.0,27.35,627,1,Distance_shift-3
627,1273536000000,247976182.16822597,205954972.46837,37.4553851871709,497.143293028245,0.0,27.1666666666667,628,1,Distance_shift-3
628,1273622400000,247915210.585772,207290220.909867,37.450353731399204,497.38785519599503,0.0,27.033333333333303,629,1,Distance_shift-3
629,1273708800000,247852812.46189103,208622443.33433202,37.442000091568495,497.638326235123,0.0,26.85,630,1,Distance_shift-3
630,1273795200000,247788990.774387,209951476.381573,37.4303922673777,497.894707342207,0.0,26.716666666666697,631,1,Distance_shift-3
631,1273881600000,247723748.57407403,211277154.638186,37.4155993359264,498.156999706084,0.0,26.516666666666698,632,1,Distance_shift-3
632,1273968000000,247657088.984995,212599313.169631,37.397691915664794,498.425204505204,0.0,26.3833333333333,633,1,Distance_shift-3
633,1274054400000,247589015.204654,213917790.88341498,37.3767423897946,498.699322904907,0.0,26.25,634,1,Distance_shift-3
634,1274140800000,247519530.50423598,215232434.322452,37.3528248006374,498.97935605463,0.0,26.05,635,1,Distance_shift-3
635,1274227200000,247448638.228853,216543101.33981898,37.3260143952807,499.265305085037,0.0,25.9,636,1,Distance_shift-3
636,1274313600000,247376341.797773,217849664.126798,37.2963868773875,499.557171105084,0.0,25.7,637,1,Distance_shift-3
637,1274400000000,247302644.704669,219152011.228971,37.2640174696736,499.854955198996,0.0,25.55,638,1,Distance_shift-3
638,1274486400000,247227550.517868,220450048.39259902,37.2289799031665,500.158658423182,0.0,25.3333333333333,639,1,Distance_shift-3
639,1274572800000,247151062.880603,221743698.242033,37.1913454334223,500.468281803058,0.0,25.1833333333333,640,1,Distance_shift-3
640,1274659200000,247073185.511271,223032898.869464,37.1511819620563,500.783826329808,0.0,25.033333333333303,641,1,Distance_shift-3
641,1274745600000,246993922.203694,224317601.45952404,37.108553329183394,501.10529295705595,0.0,24.8166666666667,642,1,Distance_shift-3
642,1274832000000,246913276.82739103,225597767.131787,37.0635188373886,501.43268259745696,0.0,24.6666666666667,643,1,Distance_shift-3
643,1274918400000,246831253.327844,226873363.288317,37.016133057098706,501.76599611922006,0.0,24.4333333333333,644,1,Distance_shift-3
644,1275004800000,246747855.72677797,228144359.865431,36.966445933880294,502.10523434253196,0.0,24.266666666666698,645,1,Distance_shift-3
645,1275091200000,246663088.12243903,229410725.936456,36.9145031706706,502.45039803591794,0.0,24.05,646,1,Distance_shift-3
646,1275177600000,246576954.689883,230672427.04215097,36.860346808317,502.801487912507,0.0,23.8833333333333,647,1,Distance_shift-3
647,1275264000000,246489459.68126097,231929423.447456,36.8040158973509,503.158504626216,0.0,23.7,648,1,Distance_shift-3
648,1275350400000,246400607.42611298,233181669.305865,36.7455471546557,503.52144876785695,0.0,23.466666666666697,649,1,Distance_shift-3
649,1275436800000,246310402.33166498,234429112.536715,36.6849755266622,503.89032086116094,0.0,23.3,650,1,Distance_shift-3
650,1275523200000,246218848.883129,235671695.132096,36.622334621286996,504.265121358708,0.0,23.05,651,1,Distance_shift-3
651,1275609600000,246125951.64400497,236909353.608113,36.5576570091154,504.645850637794,0.0,22.8666666666667,652,1,Distance_shift-3
652,1275696000000,246031715.25638703,238142019.370339,36.4909744221122,505.0325089962,0.0,22.6166666666667,653,1,Distance_shift-3
653,1275782400000,245936144.441263,239369618.84394902,36.4223178944348,505.425096647899,0.0,22.4166666666667,654,1,Distance_shift-3
654,1275868800000,245839243.99883,240592073.30748197,36.3517178975755,505.82361371867205,0.0,22.233333333333302,655,1,Distance_shift-3
655,1275955200000,245741018.808793,241809298.463606,36.279204523758104,506.22806024166704,0.0,21.966666666666697,656,1,Distance_shift-3
656,1276041600000,245641473.83067203,243021203.88775602,36.204807767027,506.63843615287993,0.0,21.766666666666698,657,1,Distance_shift-3
657,1276128000000,245540614.1041,244227692.61811402,36.1285579366737,507.054741286575,0.0,21.483333333333302,658,1,Distance_shift-3
658,1276214400000,245438444.749123,245428661.268219,36.0504862059546,507.476975370645,0.0,21.283333333333303,659,1,Distance_shift-3
659,1276300800000,245334970.96648502,246624001.100471,35.9706252466886,507.90513802192595,0.0,21.016666666666698,660,1,Distance_shift-3
660,1276387200000,245230198.037913,247813600.40987402,35.889009835228705,508.33922874145304,0.0,20.8,661,1,Distance_shift-3
661,1276473600000,245124131.32639,248997348.26994303,35.8056772641051,508.77924690967797,0.0,20.483333333333302,662,1,Distance_shift-3
662,1276560000000,245016776.27641898,250175139.23125,35.720667394750706,509.22519178164396,0.0,20.3,663,1,Distance_shift-3
663,1276646400000,244908138.414281,251346878.132616,35.6340222630763,509.677062482108,0.0,20.0666666666667,664,1,Distance_shift-3
664,1276732800000,244798223.34828198,252512484.03818598,35.5457852791453,510.13485800061403,0.0,19.75,665,1,Distance_shift-3
665,1276819200000,244687036.768999,253671892.563431,35.4560001809139,510.598577186499,0.0,19.5,666,1,Distance_shift-3
666,1276905600000,244574584.44952998,254825056.35994503,35.364709949591706,511.068218743799,0.0,19.2,667,1,Distance_shift-3
667,1276992000000,244460872.245746,255971944.00986698,35.2719558593417,511.54378122604004,0.0,18.9333333333333,668,1,Distance_shift-3
668,1277078400000,244345906.096569,257112537.83038703,35.1777767547442,512.025263030874,0.0,18.6166666666667,669,1,Distance_shift-3
669,1277164800000,244229692.024267,258246831.09069103,35.0822085750352,512.512662394506,0.0,18.35,670,1,Distance_shift-3
670,1277251200000,244112236.13479102,259374825.012512,34.9852841016287,513.005977385891,0.0,18.1,671,1,Distance_shift-3
671,1277337600000,243993544.618154,260496525.786863,34.887032893873304,513.505205900649,0.0,17.733333333333302,672,1,Distance_shift-3
672,1277424000000,243873623.74885097,261611941.758138,34.7874813818937,514.010345654701,0.0,17.466666666666697,673,1,Distance_shift-3
673,1277510400000,243752479.886331,262721080.901295,34.686653089638604,514.521394177608,0.0,17.0833333333333,674,1,Distance_shift-3
674,1277596800000,243630119.475502,263823948.711665,34.584568958940004,515.038348805653,0.0,16.8,675,1,Distance_shift-3
675,1277683200000,243506549.047268,264920546.60326698,34.4812477380646,515.561206674679,0.0,16.4166666666667,676,1,Distance_shift-3
676,1277769600000,243381775.21907997,266010870.85542598,34.376706392092096,516.089964712772,0.0,16.1166666666667,677,1,Distance_shift-3
677,1277856000000,243255804.69548598,267094912.069769,34.270960493074796,516.624619632841,0.0,15.816666666666698,678,1,Distance_shift-3
678,1277942400000,243128644.26866698,268172655.024963,34.164024557107,517.165167925129,0.0,15.4,679,1,Distance_shift-3
679,1278028800000,243000300.818946,269244078.76698303,34.0559123108608,517.711605849749,0.0,15.066666666666698,680,1,Distance_shift-3
680,1278115200000,242870781.315258,270309156.75772,33.946636887768506,518.263929429235,0.0,14.65,681,1,Distance_shift-3
681,1278201600000,242740092.815598,271367856.921942,33.8362109704266,518.822134441146,0.0,14.3,682,1,Distance_shift-3
682,1278288000000,242608242.467415,272420141.475121,33.7246469094444,519.386216410707,0.0,13.833333333333302,683,1,Distance_shift-3
683,1278374400000,242475237.507982,273465966.479721,33.6119568596412,519.956170603483,0.0,13.466666666666699,684,1,Distance_shift-3
684,1278460800000,242341085.264742,274505281.17011803,33.4981529816295,520.53199201805,0.0,13.1166666666667,685,1,Distance_shift-3
685,1278547200000,242205793.15563,275538027.21580696,33.3832477572706,521.1136753786479,0.0,12.583333333333302,686,1,Distance_shift-3
686,1278633600000,242069368.689375,276564138.25864303,33.2672544539588,521.701215127777,0.0,12.2,687,1,Distance_shift-3
687,1278720000000,241931819.465805,277583540.22670496,33.1501877349432,522.29460541872,0.0,11.6333333333333,688,1,Distance_shift-3
688,1278806400000,241793153.17614102,278596152.998202,33.032064345089395,522.893840107969,0.0,11.216666666666699,689,1,Distance_shift-3
689,1278892800000,241653377.603287,279601893.817904,32.912903716665696,523.498912747537,0.0,10.6166666666667,690,1,Distance_shift-3
690,1278979200000,241512500.62213197,280600682.360911,32.7927282814676,524.109816577147,0.0,10.1333333333333,691,1,Distance_shift-3
691,1279065600000,241370530.199846,281592446.615398,32.671563303358305,524.726544516286,0.0,9.6,692,1,Distance_shift-3
692,1279152000000,241227474.396187,282577128.20937204,32.5494361830904,525.349089156121,0.0,8.93333333333333,693,1,Distance_shift-3
693,1279238400000,241083341.363808,283554685.853288,32.4263753769978,525.9774427512709,0.0,8.33333333333333,694,1,Distance_shift-3
694,1279324800000,240938139.348574,284525096.25208396,32.3024092000277,526.611597211447,0.0,7.55,695,1,Distance_shift-3
695,1279411200000,240791876.689876,285488352.732112,32.1775647791038,527.251544092935,0.0,6.85,696,1,Distance_shift-3
696,1279497600000,240644561.820956,286444462.414648,32.0518673115079,527.897274589957,0.0,5.85,697,1,Distance_shift-3
697,1279584000000,240496203.26922998,287393442.851833,31.9253396508148,528.548779525872,0.0,4.9666666666666694,698,1,Distance_shift-3
698,1279670400000,240346809.656616,288335318.778791,31.7980021569972,529.2060493442659,0.0,4.01666666666667,699,1,Distance_shift-3
699,1279756800000,240196389.699864,289270119.29202795,31.669872721957503,529.869074099877,0.0,1.5833333333333302,700,1,Distance_shift-3
700,1279843200000,240044952.21087998,290197875.511344,31.540966896137,530.537843449417,0.0,0.0,701,1,Distance_shift-3
701,1279929600000,239892506.09706402,291118618.66310096,31.4112980693357,531.212346642241,0.0,0.0,702,1,Distance_shift-3
702,1280016000000,239739060.361631,292032378.50385803,31.2808776821949,531.892572510901,0.0,0.0,703,1,Distance_shift-3
703,1280102400000,239584624.103944,292939182.032283,31.1497154576458,532.578509461561,0.0,0.0,704,1,Distance_shift-3
704,1280188800000,239429206.51983702,293839052.470881,31.017819644858104,533.270145464298,0.0,0.0,705,1,Distance_shift-3
705,1280275200000,239272816.90194198,294732008.513044,30.885197266013304,533.9674680432711,0.0,0.0,706,1,Distance_shift-3
706,1280361600000,239115464.640009,295618063.819256,30.7518543532643,534.670464266764,0.0,0.0,707,1,Distance_shift-3
707,1280448000000,238957159.22122598,296497226.716457,30.617796163020202,535.379120737118,0.0,0.0,708,1,Distance_shift-3
708,1280534400000,238797910.230532,297369500.020335,30.483027358720303,536.093423580523,0.0,0.0,709,1,Distance_shift-3
709,1280620800000,238637727.35093102,298234880.875319,30.3475521612746,536.8133584367109,0.0,0.0,710,1,Distance_shift-3
710,1280707200000,238476620.36380097,299093360.500837,30.2113744771372,537.538910448512,0.0,0.0,711,1,Distance_shift-3
711,1280793600000,238314599.14919102,299944923.751961,30.074498026182102,538.2700642513,0.0,0.0,712,1,Distance_shift-3
712,1280880000000,238151673.68612596,300789548.455225,29.936926503737197,539.006803962322,0.0,0.0,713,1,Distance_shift-3
713,1280966400000,237987854.052898,301627204.57774,29.798663820831898,539.7491131699051,0.0,0.0,714,1,Distance_shift-3
714,1281052800000,237823150.427355,302457853.44071,29.659714468540102,540.496974922551,0.0,0.0,715,1,Distance_shift-3
715,1281139200000,237657573.08718,303281447.390884,29.5200840363043,541.250371717918,0.0,0.0,716,1,Distance_shift-3
716,1281225600000,237491132.410175,304097930.53652596,29.379779867733497,542.009285491686,0.0,0.0,717,1,Distance_shift-3
717,1281312000000,237323838.87452403,304907241.19490296,29.2388117557303,542.773697606314,0.0,0.0,718,1,Distance_shift-3
718,1281398400000,237155703.05906,305709316.390186,29.0971924842892,543.543588839683,0.0,0.0,719,1,Distance_shift-3
719,1281484800000,236986735.643523,306504098.002344,28.9549379781634,544.3189393736341,0.0,0.0,720,1,Distance_shift-3
720,1281571200000,236816947.408808,307291539.264005,28.8120668942147,545.099728782391,0.0,0.0,721,1,Distance_shift-3
721,1281657600000,236646349.237207,308071609.833114,28.668599683899803,545.8859360208941,0.0,0.0,722,1,Distance_shift-3
722,1281744000000,236474952.112644,308844298.093966,28.524557369485898,546.6775394130079,0.0,0.0,723,1,Distance_shift-3
723,1281830400000,236302767.120904,309609610.45192796,28.3799603660006,547.474516639646,0.0,0.0,724,1,Distance_shift-3
724,1281916800000,236129805.449844,310367568.446843,28.2348276014727,548.276844726781,0.0,0.0,725,1,Distance_shift-3
725,1282003200000,235956078.389608,311118204.9349,28.0891760214572,549.084500033367,0.0,0.0,726,1,Distance_shift-3
726,1282089600000,235781597.332827,311861560.374564,27.943020423488303,549.8974582391639,0.0,0.0,727,1,Distance_shift-3
727,1282176000000,235606373.774804,312597679.763391,27.796373506090497,550.71569433246,0.0,0.0,728,1,Distance_shift-3
728,1282262400000,235430419.313702,313326610.341647,27.6492460224779,551.539182597712,0.0,0.0,729,1,Distance_shift-3
729,1282348800000,235253745.65070802,314048399.934955,27.5016469644839,552.367896603095,0.0,0.0,730,1,Distance_shift-3
730,1282435200000,235076364.5902,314763095.731746,27.353583739560598,553.2018091879589,0.0,0.0,731,1,Distance_shift-3
731,1282521600000,234898288.03989303,315470743.313666,27.2050623304952,554.04089245021,0.0,0.0,732,1,Distance_shift-3
732,1282608000000,234719528.01097798,316171385.81874704,27.0560874419006,554.885117733607,0.0,0.0,733,1,Distance_shift-3
733,1282694400000,234540096.618252,316865063.18072003,26.9066626420105,555.734455614981,0.0,0.0,734,1,Distance_shift-3
734,1282780800000,234360006.080232,317551811.433548,26.756790506425,556.588875891374,0.0,0.0,735,1,Distance_shift-3
735,1282867200000,234179268.719259,318231662.090114,26.6064727657859,557.4483475671219,0.0,0.0,736,1,Distance_shift-3
736,1282953600000,233997896.961591,318904641.59871,26.4557104550632,558.3128388408529,0.0,0.0,737,1,Distance_shift-3
737,1283040000000,233815903.33747998,319570770.85816497,26.304504060641197,559.182317092437,0.0,0.0,738,1,Distance_shift-3
738,1283126400000,233633300.48123702,320230064.744606,26.152853664053602,560.056748869863,0.0,0.0,739,1,Distance_shift-3
739,1283212800000,233450101.131285,320882531.584651,26.000759088223,560.936099876082,0.0,0.0,740,1,Distance_shift-3
740,1283299200000,233266318.130194,321528172.516401,25.848220062497603,561.820334955782,0.0,0.0,741,1,Distance_shift-3
741,1283385600000,233081964.424702,322166980.726542,25.695236434559497,562.709418082138,0.0,0.0,742,1,Distance_shift-3
742,1283472000000,232897053.06571603,322798940.65420896,25.541808466452398,563.6033123435241,0.0,0.0,743,1,Distance_shift-3
743,1283558400000,232711597.20830297,323424027.417867,25.3879372513485,564.5019799302021,0.0,0.0,744,1,Distance_shift-3
744,1283644800000,232525610.11165297,324042206.929156,25.2336252661207,565.405382120999,0.0,0.0,745,1,Distance_shift-3
745,1283731200000,232339105.139025,324653437.32073396,25.0788770210461,566.313479269983,0.0,0.0,746,1,Distance_shift-3
746,1283817600000,232152095.75767002,325257672.261258,24.923699683414398,567.226230793155,0.0,0.0,747,1,Distance_shift-3
747,1283904000000,231964595.53872404,325854866.270275,24.7681034696869,568.143595155167,0.0,0.0,748,1,Distance_shift-3
748,1283990400000,231776618.157079,326444981.285986,24.612101588961302,569.065529856094,0.0,0.0,749,1,Distance_shift-3
749,1284076800000,231588177.391217,327027992.88981,24.4557096359452,569.991991418271,0.0,0.0,750,1,Distance_shift-3
750,1284163200000,231399287.123011,327603894.407027,24.2989445442433,570.922935373209,0.0,0.0,751,1,Distance_shift-3
751,1284249600000,231209961.337491,328172697.875757,24.141823390580697,571.858316248636,0.0,0.0,752,1,Distance_shift-3
